Claim,Updated,org,location,service,gogetta_link (service),gogetta_link,website,category,Age min,Age max (inclusive),All ages,Population served,phones,address,city,zipcode,visible_on_gogetta,Notes,extracted service id,From DB: Age min,From DB: Age max,From DB: Population served
doobneek,TRUE,St. Thomas Closet,St Thomas Episcopal Church,Baby Closet,https://www.gogetta.nyc/team/location/7c314113-0222-43c3-8ec1-35bc009d50ad/services/51c6a3d5-2fcf-420d-a438-8c13b4927ec3,https://www.gogetta.nyc/find/location/7c314113-0222-43c3-8ec1-35bc009d50ad,tthomascloset.wordpress.com/come-visit-us,Clothing,5,,,,"718.573.3973, 917.916.3537",1405 Bushwick Ave,Brooklyn,11207,V,,51c6a3d5-2fcf-420d-a438-8c13b4927ec3,,,
,FALSE,Stacey's Pantry,Bethany Lutheran Church,Food Pantry,https://www.gogetta.nyc/team/location/8a5ebb9c-6944-4a2c-b92e-bb4fd7de17a2/services/027a4d8b-9f60-440d-9d2f-096b4cce8244,https://www.gogetta.nyc/find/location/8a5ebb9c-6944-4a2c-b92e-bb4fd7de17a2,,Food Pantry,,,,,917.533.1679,4808 91st Pl,ELMHURST,11373,V,left a message,027a4d8b-9f60-440d-9d2f-096b4cce8244,,,
,,Stapleton United African Methodist Episcopal (AME) Church,,Food Pantry,https://www.gogetta.nyc/team/location/d43d0d8a-f4cd-4e9c-8f8f-2fe2d47285f1/services/07bba6d0-9c8c-4371-bd7d-4f4879810528,https://www.gogetta.nyc/find/location/d43d0d8a-f4cd-4e9c-8f8f-2fe2d47285f1,https://www.stapletonuamechurch.org/,Food Pantry,,,,,(718) 273-2857,49 Tompkins Avenue,STATEN ISLAND,10304,,,07bba6d0-9c8c-4371-bd7d-4f4879810528,,,
,,Stapleton United African Methodist Episcopal (AME) Church,,Soup kitchen,https://www.gogetta.nyc/team/location/d43d0d8a-f4cd-4e9c-8f8f-2fe2d47285f1/services/d311afc3-841c-45c8-a7d9-406678d5834f,https://www.gogetta.nyc/find/location/d43d0d8a-f4cd-4e9c-8f8f-2fe2d47285f1,https://www.stapletonuamechurch.org/,Soup Kitchen,,,,,(718) 273-2857,49 Tompkins Avenue,STATEN ISLAND,10304,,,d311afc3-841c-45c8-a7d9-406678d5834f,,,
,,START Treatment and Recovery Centers,Headquarters,Substance Abuse (Drug Abuse),https://www.gogetta.nyc/team/location/9c15e0ce-08ab-4c22-ac26-c46f9fa43cb4/services/b71dc666-df55-4a7d-b0e3-022416f5dda9,https://www.gogetta.nyc/find/location/9c15e0ce-08ab-4c22-ac26-c46f9fa43cb4,startny.org,Other service,,,,,718.260.2900,22 Chapel Street,Brooklyn,11201,,,b71dc666-df55-4a7d-b0e3-022416f5dda9,,,
,FALSE,START Treatment and Recovery Centers,Bushwick,Psychotherapy,https://www.gogetta.nyc/team/location/b7af5a52-f273-43f5-9126-007c11bfc4c6/services/0ae3d6aa-e7a5-4726-b2e0-706a873a301d,https://www.gogetta.nyc/find/location/b7af5a52-f273-43f5-9126-007c11bfc4c6,startny.org,Health,,,,,718.574.1400,1149-55 Myrtle Ave,Brooklyn,11206,V,,0ae3d6aa-e7a5-4726-b2e0-706a873a301d,,,
,FALSE,START Treatment and Recovery Centers,Bushwick,Vocational Training,https://www.gogetta.nyc/team/location/b7af5a52-f273-43f5-9126-007c11bfc4c6/services/694b7252-7f1b-421c-92a8-65fd05ee6aed,https://www.gogetta.nyc/find/location/b7af5a52-f273-43f5-9126-007c11bfc4c6,startny.org,Other service,,,,,718.574.1400,1149-55 Myrtle Ave,Brooklyn,11206,V,,694b7252-7f1b-421c-92a8-65fd05ee6aed,,,
,FALSE,START Treatment and Recovery Centers,Bushwick,Medication Assisted Treatment,https://www.gogetta.nyc/team/location/b7af5a52-f273-43f5-9126-007c11bfc4c6/services/c57857e8-3f69-4c04-b79c-041101805e99,https://www.gogetta.nyc/find/location/b7af5a52-f273-43f5-9126-007c11bfc4c6,startny.org,Health,,,,,718.574.1400,1149-55 Myrtle Ave,Brooklyn,11206,V,,c57857e8-3f69-4c04-b79c-041101805e99,,,
,FALSE,START Treatment and Recovery Centers,Bushwick,Primary Care,https://www.gogetta.nyc/team/location/b7af5a52-f273-43f5-9126-007c11bfc4c6/services/fff1bc29-2b21-40f2-b230-1afcb16b639b,https://www.gogetta.nyc/find/location/b7af5a52-f273-43f5-9126-007c11bfc4c6,startny.org,Health,,,,,718.574.1400,1149-55 Myrtle Ave,Brooklyn,11206,V,,fff1bc29-2b21-40f2-b230-1afcb16b639b,,,
,FALSE,START Treatment and Recovery Centers,,Medication Assisted Treatment,https://www.gogetta.nyc/team/location/f8d52735-546b-41db-acd4-cc7d14e157fe/services/0b871cb4-e01b-44a7-970e-f66443913b52,https://www.gogetta.nyc/find/location/f8d52735-546b-41db-acd4-cc7d14e157fe,startny.org,Health,,,,,,483 Waverly Ave,Brooklyn,11238,V,,0b871cb4-e01b-44a7-970e-f66443913b52,,,
,FALSE,START Treatment and Recovery Centers,East New York,Substance Use Treatment,https://www.gogetta.nyc/team/location/1bbaae64-86b4-41c5-beed-ff1976971a45/services/836193df-f718-40b3-9926-96ba2676b55d,https://www.gogetta.nyc/find/location/1bbaae64-86b4-41c5-beed-ff1976971a45,www.startny.org,Health,,,,,"718.385.4000, 718.385.4233",494 Dumont Ave,Brooklyn,11207,V,,836193df-f718-40b3-9926-96ba2676b55d,,,
,FALSE,START Treatment and Recovery Centers,Third Avenue Center,Methadone Maintenance,https://www.gogetta.nyc/team/location/28949a75-93aa-44ca-802d-bad6eadebf9a/services/89be8255-c59d-44e8-992d-1cbce4aa8893,https://www.gogetta.nyc/find/location/28949a75-93aa-44ca-802d-bad6eadebf9a,startny.org,Health,,,,,212.348.5650,2195 3rd Ave,New York,10035,V,,89be8255-c59d-44e8-992d-1cbce4aa8893, 18,,
,FALSE,START Treatment and Recovery Centers,,Outpatient Clinic,https://www.gogetta.nyc/team/location/f240d86e-a6f9-498b-9fe4-a5eb8021d115/services/9f8625d1-3ad9-4d3f-b4c7-ade37c6bbd03,https://www.gogetta.nyc/find/location/f240d86e-a6f9-498b-9fe4-a5eb8021d115,startny.org,Health,,,,,212.932.2676,119 W 124th St,New York,10027,V,,9f8625d1-3ad9-4d3f-b4c7-ade37c6bbd03, 18,,
,FALSE,Staten Island Center for Independent Living (SICIL),,Advocacy,https://www.gogetta.nyc/team/location/bd7a9ee5-d639-4212-b853-714b067fb445/services/b0d465c8-4d99-47bd-a300-07bb4b27c991,https://www.gogetta.nyc/find/location/bd7a9ee5-d639-4212-b853-714b067fb445,siciliving.org,Other service,,,,,718.720.9016,470 Castleton Avenue,Staten Island,10301,V,,b0d465c8-4d99-47bd-a300-07bb4b27c991,,,
,FALSE,Staten Island Liberian Community,,Food Pantry,https://www.gogetta.nyc/team/location/b7f188a2-f5fc-401f-b3d1-c30e88721f0b/services/9a06acff-793f-43e4-b58e-3227a0a5f4a3,https://www.gogetta.nyc/find/location/b7f188a2-f5fc-401f-b3d1-c30e88721f0b,https://www.citizensnyc.org/,Food Pantry,,,,,(212) 989-0909,180 Park Hill Ave,Staten Island,10304,V,,9a06acff-793f-43e4-b58e-3227a0a5f4a3,,,
,FALSE,Staten Island Mental Health Society,Dr Kenneth Popler Children's Center,WIC Program,https://www.gogetta.nyc/team/location/6d3720c8-fd2e-47f0-860c-b5891f695a28/services/6854248d-7124-4962-b930-4f6e2f812456,https://www.gogetta.nyc/find/location/6d3720c8-fd2e-47f0-860c-b5891f695a28,rumcsi.org/services/behavioral-health/staten-island-mental-health-society/outpatient-children-family,Food,,,,,718.720.6727,444 St Marks Pl,Staten Island,10301,V,,6854248d-7124-4962-b930-4f6e2f812456,,,
,FALSE,Staten Island Mental Health Society,Dr Kenneth Popler Children's Center,Children's Mental Health,https://www.gogetta.nyc/team/location/6d3720c8-fd2e-47f0-860c-b5891f695a28/services/68a6027c-cda9-4845-a1a5-a7e3c8300966,https://www.gogetta.nyc/find/location/6d3720c8-fd2e-47f0-860c-b5891f695a28,rumcsi.org/services/behavioral-health/staten-island-mental-health-society/outpatient-children-family,Health,,,,,718.720.6727,444 St Marks Pl,Staten Island,10301,V,,68a6027c-cda9-4845-a1a5-a7e3c8300966,,,
,FALSE,Staten Island Mental Health Society,Dr Kenneth Popler Children's Center,Alcoholism and Substance Use Treatment,https://www.gogetta.nyc/team/location/6d3720c8-fd2e-47f0-860c-b5891f695a28/services/ac1bc136-6208-4027-a2f5-c7e224a2e260,https://www.gogetta.nyc/find/location/6d3720c8-fd2e-47f0-860c-b5891f695a28,rumcsi.org/services/behavioral-health/staten-island-mental-health-society/outpatient-children-family,Health,,,,,718.720.6727,444 St Marks Pl,Staten Island,10301,V,,ac1bc136-6208-4027-a2f5-c7e224a2e260,,,
,FALSE,Staten Island Seventh-day Adventist (SDA) Church,,Food Pantry,https://www.gogetta.nyc/team/location/02b3bcaf-5610-47bd-a2f4-5462090e1ce6/services/8179c76e-9e90-43f7-a2ca-ce611f0ea636,https://www.gogetta.nyc/find/location/02b3bcaf-5610-47bd-a2f4-5462090e1ce6,statenislandny.adventistchurch.org,Food Pantry,,,,,718.442.4806,80 Union Avenue,STATEN ISLAND,10303,V,no voicemail,8179c76e-9e90-43f7-a2ca-ce611f0ea636,,,
,FALSE,Staten Island University Hospital,Stapleton,Methadone Treatment Clinic (MMTP),https://www.gogetta.nyc/team/location/1fbff053-0c39-40e0-9f8e-af5c6d6a44b2/services/06adfabe-77c1-41bb-9471-c7198162e2be,https://www.gogetta.nyc/find/location/1fbff053-0c39-40e0-9f8e-af5c6d6a44b2,siuh.northwell.edu,Health,,,,,"718.226.4990, 718.448.3976",111 Water St,Staten Island,10304,V,,06adfabe-77c1-41bb-9471-c7198162e2be,,,
doobneek,TRUE,Stephen Wise Free Synagogue,,Food Pantry,https://www.gogetta.nyc/team/location/654f3db8-a64a-404e-a53e-2ec584ac49bc/services/042753c9-9d5d-4fd2-8211-104b19f19547,https://www.gogetta.nyc/find/location/654f3db8-a64a-404e-a53e-2ec584ac49bc,swfs.org/taking-action/emergency-food-program,Food Pantry,,,x,,(212) 877-4050,30 W 68th St,New York,10023,V,,042753c9-9d5d-4fd2-8211-104b19f19547,,,
,FALSE,Stonewall Community Development Corporation (CDC),Not the actual location. No walk-ins Please,Affordable Housing,https://www.gogetta.nyc/team/location/b689a44f-0f1d-4cb5-9e5e-c02a2627db4f/services/3ac3e688-f033-40e3-bda3-d12e92fcba70,https://www.gogetta.nyc/find/location/b689a44f-0f1d-4cb5-9e5e-c02a2627db4f,stonewallcdc.org/housing,Shelter,,,,,929.209.4070,53 Christopher St,New York,10014,V,,3ac3e688-f033-40e3-bda3-d12e92fcba70,,,
,,Stonewall Community Foundation,,"Lesbian, Gay, Bisexual, Transgender, Queer & Intersex People",https://www.gogetta.nyc/team/location/ade0b097-94a6-495f-8f91-0ac4d274cc8f/services/39464f49-c457-4f2a-b8a3-176c1d0400bf,https://www.gogetta.nyc/find/location/ade0b097-94a6-495f-8f91-0ac4d274cc8f,stonewallfoundation.org,Other service,,,,,212.457.1341,"1270 Broadway, Suite 501",New York,10001,,,39464f49-c457-4f2a-b8a3-176c1d0400bf,,,
,FALSE,STRIVE (AKA East Harlem Employment Services),,Future Leaders Program,https://www.gogetta.nyc/team/location/fcb5fdd7-f54d-4f79-b815-1d61c2d535f6/services/15b4d4d7-11d5-42b7-b33d-eb3d806b7586,https://www.gogetta.nyc/find/location/fcb5fdd7-f54d-4f79-b815-1d61c2d535f6,strive.org/nyc,Other service,,,,,212.360.1100,"205 E 122 St, 3rd Fl",New York,10035,V,,15b4d4d7-11d5-42b7-b33d-eb3d806b7586,18,24,
,FALSE,STRIVE (AKA East Harlem Employment Services),,In-Person Info Sessions,https://www.gogetta.nyc/team/location/fcb5fdd7-f54d-4f79-b815-1d61c2d535f6/services/485c4a38-3d87-4582-8e40-7f4bb33dbd5a,https://www.gogetta.nyc/find/location/fcb5fdd7-f54d-4f79-b815-1d61c2d535f6,strive.org/nyc,Other service,,,,,212.360.1100,"205 E 122 St, 3rd Fl",New York,10035,V,,485c4a38-3d87-4582-8e40-7f4bb33dbd5a, 18,,
,FALSE,STRIVE (AKA East Harlem Employment Services),,Zoom Info Sessions,https://www.gogetta.nyc/team/location/fcb5fdd7-f54d-4f79-b815-1d61c2d535f6/services/a3f8a2c0-c1c7-47dc-ab91-b71717624a09,https://www.gogetta.nyc/find/location/fcb5fdd7-f54d-4f79-b815-1d61c2d535f6,strive.org/nyc,Other service,,,,,212.360.1100,"205 E 122 St, 3rd Fl",New York,10035,V,,a3f8a2c0-c1c7-47dc-ab91-b71717624a09, 18,,
,FALSE,Success Counseling Services,,Outpatient Treatment Services,https://www.gogetta.nyc/team/location/52c430b7-f032-430a-ba69-8d692eb13bf6/services/542a04b5-f36e-4666-a5f7-66c40efe8980,https://www.gogetta.nyc/find/location/52c430b7-f032-430a-ba69-8d692eb13bf6,success-counseling.com,Health,,,,,718.538.6112,139 W 168th St,Bronx,10452,V,,542a04b5-f36e-4666-a5f7-66c40efe8980,,,
,FALSE,Sun River Health,The Alpha School,Outpatient Substance Use Treatment,https://www.gogetta.nyc/team/location/f4d6346d-2a60-48f9-8bce-561274dae07d/services/64e2cce6-ed10-4e3d-8ff6-56074bb8724d,https://www.gogetta.nyc/find/location/f4d6346d-2a60-48f9-8bce-561274dae07d,sunriver.org,Health,,,,,718.257.5800,2400 Linden Blvd,Brooklyn,11208,V,,64e2cce6-ed10-4e3d-8ff6-56074bb8724d,,,
,FALSE,Sun River Health,Bedford Avenue,Behavioral Health,https://www.gogetta.nyc/team/location/3590a72b-e244-4123-a3b1-489d085326a7/services/465955fa-84eb-41cf-9746-bf362521b0ac,https://www.gogetta.nyc/find/location/3590a72b-e244-4123-a3b1-489d085326a7,www.sunriver.org,Health,,,,,855.681.8700,1669 Bedford Avenue,Brooklyn,11225,V,,465955fa-84eb-41cf-9746-bf362521b0ac,,,
,FALSE,Sun River Health,Church Avenue,Patient Services,https://www.gogetta.nyc/team/location/d72eda6f-e707-461c-9550-8b816231a855/services/dd338f5b-8a6c-4c58-b69b-dfa4447cbe67,https://www.gogetta.nyc/find/location/d72eda6f-e707-461c-9550-8b816231a855,www.sunriver.org,Health,,,,,855.681.8700,2412 Church Ave,Brooklyn,11226,V,,dd338f5b-8a6c-4c58-b69b-dfa4447cbe67,,,
,FALSE,Sun River Health,"Sidney R. Baer, Jr.",Patient Services,https://www.gogetta.nyc/team/location/bf19e215-a60f-4350-a687-7522d3a5e48b/services/c1ebe6f5-6c4c-4f3d-814f-2034961a7dd2,https://www.gogetta.nyc/find/location/bf19e215-a60f-4350-a687-7522d3a5e48b,www.sunriver.org/your-health/sun-river-health-sidney-baer,Health,,,,,855.681.8700,347 W 37th St,New York,10018,V,,c1ebe6f5-6c4c-4f3d-814f-2034961a7dd2,,,
,FALSE,Sun River Health,Matilda Raffa Cuomo,Patient Services,https://www.gogetta.nyc/team/location/fb58573d-e43d-4537-be26-a0a71c00832c/services/b74f6cb4-6342-458b-8104-0a523115f82f,https://www.gogetta.nyc/find/location/fb58573d-e43d-4537-be26-a0a71c00832c,www.sunriver.org,Health,,,,,855.681.8700,105-04 Sutphin Blvd,Queens,11435,V,,b74f6cb4-6342-458b-8104-0a523115f82f,,,
,FALSE,Sun River Health,Staten Island,Dental,https://www.gogetta.nyc/team/location/6a242480-6c9f-4380-a99a-adffea6a1c75/services/3c40f7aa-256b-4d93-a954-1e2f4bf1693c,https://www.gogetta.nyc/find/location/6a242480-6c9f-4380-a99a-adffea6a1c75,www.sunriver.org/your-health/sun-river-health-staten-island,Health,,,,,855.681.8700,57 Bay St,Staten Island,10301,V,,3c40f7aa-256b-4d93-a954-1e2f4bf1693c,,,
,FALSE,Sun River Health,Staten Island,Primary Care,https://www.gogetta.nyc/team/location/6a242480-6c9f-4380-a99a-adffea6a1c75/services/41e51697-d5be-4669-a8d9-bc816db4ecaf,https://www.gogetta.nyc/find/location/6a242480-6c9f-4380-a99a-adffea6a1c75,www.sunriver.org/your-health/sun-river-health-staten-island,Health,,,,,855.681.8700,57 Bay St,Staten Island,10301,V,,41e51697-d5be-4669-a8d9-bc816db4ecaf,,,
,FALSE,Sun River Health,Staten Island,Pediatrics,https://www.gogetta.nyc/team/location/6a242480-6c9f-4380-a99a-adffea6a1c75/services/992cbc1f-2e30-4545-a356-0f0e51f0bb21,https://www.gogetta.nyc/find/location/6a242480-6c9f-4380-a99a-adffea6a1c75,www.sunriver.org/your-health/sun-river-health-staten-island,Health,,,,,855.681.8700,57 Bay St,Staten Island,10301,V,,992cbc1f-2e30-4545-a356-0f0e51f0bb21,,,
,FALSE,Sun River Health,Staten Island,OB/GYN,https://www.gogetta.nyc/team/location/6a242480-6c9f-4380-a99a-adffea6a1c75/services/d9f391c1-2208-442d-80f1-27c21afa0c04,https://www.gogetta.nyc/find/location/6a242480-6c9f-4380-a99a-adffea6a1c75,www.sunriver.org/your-health/sun-river-health-staten-island,Health,,,,,855.681.8700,57 Bay St,Staten Island,10301,V,,d9f391c1-2208-442d-80f1-27c21afa0c04,,,
,FALSE,Sun River Health (FKA Brightpoint),Inwood Ave,Patient Services,https://www.gogetta.nyc/team/location/56f36278-d498-41d4-819d-65cc6cb45155/services/5c25a0d1-20f3-411e-9bfa-68de6049e1fe,https://www.gogetta.nyc/find/location/56f36278-d498-41d4-819d-65cc6cb45155,sunriver.org/your-health/sun-river-health-inwood,Health,,,,,855.681.8700,1545 Inwood Ave,The Bronx,10452,V,,5c25a0d1-20f3-411e-9bfa-68de6049e1fe,,,
,FALSE,Sun River Health (FKA Brightpoint),Inwood Ave,Insurance Enrollment,https://www.gogetta.nyc/team/location/56f36278-d498-41d4-819d-65cc6cb45155/services/bd5e8bae-9cd0-4678-a6b2-f9326e529e89,https://www.gogetta.nyc/find/location/56f36278-d498-41d4-819d-65cc6cb45155,sunriver.org/your-health/sun-river-health-inwood,Health,,,,,855.681.8700,1545 Inwood Ave,The Bronx,10452,V,,bd5e8bae-9cd0-4678-a6b2-f9326e529e89,,,
,FALSE,Sun River Health (FKA Brightpoint),Thrive BX,Medical Van (Mobile Unit),https://www.gogetta.nyc/team/location/0b5b29db-a1ea-40da-bae0-d747383f3a9c/services/c288c571-1d96-49ce-ace1-ed669597e94a,https://www.gogetta.nyc/find/location/0b5b29db-a1ea-40da-bae0-d747383f3a9c,sunriver.org/your-health/sun-river-health-the-hub,Other service,,,,,929.415.3990,459 E 149th St,The Bronx,10455,V,,c288c571-1d96-49ce-ace1-ed669597e94a,,,
,FALSE,Sun River Health (FKA Brightpoint),Thrive BX,Patient Services,https://www.gogetta.nyc/team/location/0b5b29db-a1ea-40da-bae0-d747383f3a9c/services/ca3c5797-d08c-43cd-8568-3e47ca515f9e,https://www.gogetta.nyc/find/location/0b5b29db-a1ea-40da-bae0-d747383f3a9c,sunriver.org/your-health/sun-river-health-the-hub,Other service,,,,,929.415.3990,459 E 149th St,The Bronx,10455,V,,ca3c5797-d08c-43cd-8568-3e47ca515f9e,,,
doobneek,TRUE,Sunnyside Community Services (SCS),,Senior Center,https://www.gogetta.nyc/team/location/5ba38bdf-f38c-4a7e-a358-a0c485f48084/services/3a2a473c-cb98-4281-9665-2622215d7b8e,https://www.gogetta.nyc/find/location/5ba38bdf-f38c-4a7e-a358-a0c485f48084,scsny.org/programs/adult-and-immigrant-services,Other service,,,x,,718.784.6173,43-31 39th St,Queens,11104,V,,3a2a473c-cb98-4281-9665-2622215d7b8e,,,
doobneek,TRUE,Sunnyside Community Services (SCS),,Social Services,https://www.gogetta.nyc/team/location/5ba38bdf-f38c-4a7e-a358-a0c485f48084/services/423c7f40-4501-4153-9f0a-678b44cf9cb1,https://www.gogetta.nyc/find/location/5ba38bdf-f38c-4a7e-a358-a0c485f48084,scsny.org/programs/adult-and-immigrant-services,Other service,60,,,,718.784.6173,43-31 39th St,Queens,11104,V,,423c7f40-4501-4153-9f0a-678b44cf9cb1,,,
,,SUNY University Eye Center,,Continuing Education,https://www.gogetta.nyc/team/location/620bf56f-7d42-4e8f-b570-c908727e0d76/services/f1a928c1-a771-4536-9c75-e1817f8ee9da,https://www.gogetta.nyc/find/location/620bf56f-7d42-4e8f-b570-c908727e0d76,universityeyecenter.org,Education,,,,,212.364.5821,"33 West 42nd Street, 18th Floor",New York,10036,,,f1a928c1-a771-4536-9c75-e1817f8ee9da,,,
,FALSE,Sylvia Rivera Law Project (SRLP),Potentially Closed,Advocates / Legal Aid,https://www.gogetta.nyc/team/location/358f9384-e42c-4e86-9c7e-524eb39b42a4/services/1e76a1ef-489f-4ab1-b0c9-12aa785aa13d,https://www.gogetta.nyc/find/location/358f9384-e42c-4e86-9c7e-524eb39b42a4,srlp.org,Advocates / Legal Aid,,,,,212.337.8550,"147 West 24th Street, 5th Floor",New York,10011,V,,1e76a1ef-489f-4ab1-b0c9-12aa785aa13d,,,
,,Tabernacle of Prayer,,Food Pantry,https://www.gogetta.nyc/team/location/f794be36-ac1a-4d60-bb85-84f98e9ff5ca/services/9b85c772-9b97-4d14-a936-5aa1da5ab35c,https://www.gogetta.nyc/find/location/f794be36-ac1a-4d60-bb85-84f98e9ff5ca,https://www.homelessshelterdirectory.org/cgi-bin/id/foodbank.cgi?foodbank=4243,Food Pantry,,,,,(718) 657-4210,90-07 Merrick Boulevard,JAMAICA,11432,,,9b85c772-9b97-4d14-a936-5aa1da5ab35c,,,
,,"Taurus Associates, Inc",,Food Pantry,https://www.gogetta.nyc/team/location/1af82e2f-6c05-4f81-8ce9-ed9f2ff97e80/services/354514e6-348b-4424-9f13-c75c43ae7da2,https://www.gogetta.nyc/find/location/1af82e2f-6c05-4f81-8ce9-ed9f2ff97e80,https://www.vets-inc.com,Food Pantry,,,,,"(646) 261-1973, (718) 526-2177",240-08 135th Avenue,ROSEDALE,11422,,,354514e6-348b-4424-9f13-c75c43ae7da2,,,
,,Teen Challenge,,Food Pantry,https://www.gogetta.nyc/team/location/b293f4ea-8e18-4455-be27-75e20774928c/services/897ffc44-a858-40e5-a5a5-66f16075bcc2,https://www.gogetta.nyc/find/location/b293f4ea-8e18-4455-be27-75e20774928c,brooklyntc.org,Food Pantry,,,,,(718) 789-1414,444 Clinton Avenue,BROOKLYN,11238,,,897ffc44-a858-40e5-a5a5-66f16075bcc2,,,
,,Teen Challenge,,Soup kitchen,https://www.gogetta.nyc/team/location/b293f4ea-8e18-4455-be27-75e20774928c/services/df2b9c11-09ee-4da3-a09a-e492290faaf4,https://www.gogetta.nyc/find/location/b293f4ea-8e18-4455-be27-75e20774928c,brooklyntc.org,Soup Kitchen,,,,,(718) 789-1414,444 Clinton Avenue,BROOKLYN,11238,,,df2b9c11-09ee-4da3-a09a-e492290faaf4,,,
,FALSE,Temple Shaaray Tefila,,Brown Bag,https://www.gogetta.nyc/team/location/1c6de80e-42ba-4bc8-b5cf-37c314aa15f5/services/563749be-0588-40e7-8ed9-18681ef409ee,https://www.gogetta.nyc/find/location/1c6de80e-42ba-4bc8-b5cf-37c314aa15f5,https://shaaraytefilanyc.org/,Brown Bag,,,,,212.535.8008,250 East 79th Street,NEW YORK,10021,V,,563749be-0588-40e7-8ed9-18681ef409ee,,,
,,test,,Clothing Pantry,https://www.gogetta.nyc/team/location/fc583965-480a-47af-8979-efb2483a0eb5/services/9cb37298-f24c-4493-bf88-26e918b9becf,https://www.gogetta.nyc/find/location/fc583965-480a-47af-8979-efb2483a0eb5,,Clothing Pantry,,,,,,13w W 100th St,New York,10025,,,9cb37298-f24c-4493-bf88-26e918b9becf,,,
,FALSE,The Alex House Project (TAHP),Headquarters,Support for Parents,https://www.gogetta.nyc/team/location/ae95f7eb-3c21-4235-ba99-7c88f5c035ff/services/a0d56ec8-ed15-4be1-9e9e-4a7fc17fefdf,https://www.gogetta.nyc/find/location/ae95f7eb-3c21-4235-ba99-7c88f5c035ff,alexhouseproject.org/contact-us,Other service,,,,,347.951.5572,300 Cadman Plaza W 12th fl,Brooklyn,11201,V,,a0d56ec8-ed15-4be1-9e9e-4a7fc17fefdf,,,
,FALSE,The Alliance for Positive Change,Keith Haring Harlem Center,Harm Reduction,https://www.gogetta.nyc/team/location/527f33ee-3fde-49ab-8bb2-36c837e48782/services/576f602b-105f-4054-af90-12521631b30b,https://www.gogetta.nyc/find/location/527f33ee-3fde-49ab-8bb2-36c837e48782,alliance.nyc,Health,,,,,212.645.0875,325 E 104th St,New York,10029,V,,576f602b-105f-4054-af90-12521631b30b,,,
,FALSE,The Alliance for Positive Change,"Headquarters, Midtown",Harm Reduction,https://www.gogetta.nyc/team/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf/services/15ab47a0-0372-4bb4-8fd0-0b575617c4c9,https://www.gogetta.nyc/find/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf,alliance.nyc,Health,,,,,212.645.0875,"64 W 35th St, 3rd Fl",New York,10001,V,,15ab47a0-0372-4bb4-8fd0-0b575617c4c9,,,
,FALSE,The Alliance for Positive Change,"Headquarters, Midtown",Health Insurance Enrollment,https://www.gogetta.nyc/team/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf/services/5881de12-b9e8-405b-a4cd-eddefc73738b,https://www.gogetta.nyc/find/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf,alliance.nyc,Health,,,,,212.645.0875,"64 W 35th St, 3rd Fl",New York,10001,V,,5881de12-b9e8-405b-a4cd-eddefc73738b,,,
,FALSE,The Alliance for Positive Change,"Headquarters, Midtown",Intake for Services,https://www.gogetta.nyc/team/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf/services/7db33418-a86e-414e-bdb5-105b0a1065f7,https://www.gogetta.nyc/find/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf,alliance.nyc,Other service,,,,,212.645.0875,"64 W 35th St, 3rd Fl",New York,10001,V,,7db33418-a86e-414e-bdb5-105b0a1065f7,,,
,FALSE,The Alliance for Positive Change,"Headquarters, Midtown",HIV and HCV Testing,https://www.gogetta.nyc/team/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf/services/95fd9782-4b59-4a8e-a853-ac46e1d22db9,https://www.gogetta.nyc/find/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf,alliance.nyc,Health,,,,,212.645.0875,"64 W 35th St, 3rd Fl",New York,10001,V,,95fd9782-4b59-4a8e-a853-ac46e1d22db9,,,
,FALSE,The Alliance for Positive Change,"Headquarters, Midtown",Education,https://www.gogetta.nyc/team/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf/services/ec1093aa-2ce2-413b-8003-f6467d90c350,https://www.gogetta.nyc/find/location/6d858ff2-2e40-40f1-b86d-167f0810cbcf,alliance.nyc,Education,,,,,212.645.0875,"64 W 35th St, 3rd Fl",New York,10001,V,,ec1093aa-2ce2-413b-8003-f6467d90c350,,,
,FALSE,The Alliance for Positive Change,Lower East Side Harm Reduction Center,Patient Services,https://www.gogetta.nyc/team/location/efb25352-8655-4e9d-bcd3-e6544db9cf09/services/a5e0294b-7e36-44a7-8cb3-a20a779518fb,https://www.gogetta.nyc/find/location/efb25352-8655-4e9d-bcd3-e6544db9cf09,alliance.nyc/leshrc,Health,,,,,212.645.0875,"35 E Broadway, 2nd Fl",New York,10002,V,,a5e0294b-7e36-44a7-8cb3-a20a779518fb,,,
,FALSE,The Alliance for Positive Change,Lower East Side Harm Reduction Center,Social Services,https://www.gogetta.nyc/team/location/efb25352-8655-4e9d-bcd3-e6544db9cf09/services/cd6df689-357f-46b3-b5d1-7bf9390b4acb,https://www.gogetta.nyc/find/location/efb25352-8655-4e9d-bcd3-e6544db9cf09,alliance.nyc/leshrc,Other service,,,,,212.645.0875,"35 E Broadway, 2nd Fl",New York,10002,V,,cd6df689-357f-46b3-b5d1-7bf9390b4acb, 17,,
